onset,text,duration,onset_TR,speaker
273.58,every,0.3,182.3866667,Arthur
273.88,goddamn,0.42,182.5866667,Arthur
274.3,closet,0.39,182.8666667,Arthur
274.69,door,0.24,183.1266667,Arthur
274.93,in,0.09,183.2866667,Arthur
275.02,the,0.06,183.3466667,Arthur
275.08,apartment�,0.45,183.3866667,Arthur
275.53,I,0.09,183.6866667,Arthur
275.62,swear,0.3,183.7466667,Arthur
275.92,to,0.06,183.9466667,Arthur
275.98,God.,0.33,183.9866667,Arthur
276.79,Every,0.3,184.5266667,Arthur
277.09,night,0.18,184.7266667,Arthur
277.27,I,0.09,184.8466667,Arthur
277.36,come,0.21,184.9066667,Arthur
277.57,"home,",0.27,185.0466667,Arthur
278.11,I,0.09,185.4066667,Arthur
278.2,half,0.27,185.4666667,Arthur
278.48,expect,0.38,185.6533333,Arthur
278.86,to,0.06,185.9066667,Arthur
278.92,find,0.21,185.9466667,Arthur
279.13,a,0.06,186.0866667,Arthur
279.19,bunch,0.24,186.1266667,Arthur
279.43,of,0.12,186.2866667,Arthur
279.55,bastards,0.48,186.3666667,Arthur
280.03,hiding,0.36,186.6866667,Arthur
280.42,all,0.42,186.9466667,Arthur
280.84,over,0.24,187.2266667,Arthur
281.08,the,0.12,187.3866667,Arthur
281.2,"place.""",0.51,187.4666667,Arthur
282.13,"""All",0.09,188.0866667,Lee
282.22,right.,0.36,188.1466667,Lee
283.18,All,0.27,188.7866667,Lee
283.45,right.,0.33,188.9666667,Lee
283.93,Let's,0.24,189.2866667,Lee
284.17,try,0.27,189.4466667,Lee
284.44,to,0.09,189.6266667,Lee
284.53,take,0.24,189.6866667,Lee
284.77,it,0.06,189.8466667,Lee
284.83,a,0.03,189.8866667,Lee
284.86,little,0.29,189.9066667,Lee
285.22,"easy,",0.39,190.1466667,Lee
285.62,"Arthur,""",0.53,190.4133333,Lee
286.21,the,0.12,190.8066667,
286.33,gray-haired,0.39,190.8866667,
286.72,man,0.21,191.1466667,
286.93,said.,0.36,191.2866667,
287.71,He,0.12,191.8066667,
287.83,turned,0.27,191.8866667,
288.1,his,0.12,192.0666667,
288.22,head,0.27,192.1466667,
288.49,toward,0.24,192.3266667,
288.73,the,0.21,192.4866667,
289.03,"girl,",0.48,192.6866667,
289.54,perhaps,0.63,193.0266667,
290.17,to,0.18,193.4466667,
290.35,show,0.36,193.5666667,
290.71,her,0.51,193.8066667,
291.7,how,0.24,194.4666667,
291.97,"forbearing,",0.69,194.6466667,
292.69,even,0.21,195.1266667,
292.9,"stoic,",0.6,195.2666667,
293.65,his,0.18,195.7666667,
293.83,countenance,0.51,195.8866667,
294.34,was.,0.33,196.2266667,
295.6,But,0.12,197.0666667,
295.72,the,0.06,197.1466667,
295.78,girl,0.21,197.1866667,
295.99,missed,0.3,197.3266667,
296.29,seeing,0.36,197.5266667,
296.65,it.,0.12,197.7666667,
297.04,She,0.21,198.0266667,
297.25,had,0.12,198.1666667,
297.37,just,0.21,198.2466667,
297.58,overturned,0.45,198.3866667,
298.03,the,0.12,198.6866667,
298.15,ashtray,0.48,198.7666667,
298.63,with,0.12,199.0866667,
298.75,her,0.12,199.1666667,
298.87,knee,0.27,199.2466667,
299.14,and,0.15,199.4266667,
299.29,was,0.12,199.5266667,
299.41,"rapidly,",0.51,199.6066667,
299.92,with,0.15,199.9466667,
300.07,her,0.09,200.0466667,
300.16,"fingers,",0.33,200.1066667,
300.49,brushing,0.45,200.3266667,
300.94,the,0.15,200.6266667,
301.1,spilled,0.53,200.7333333,
301.63,ashes,0.45,201.0866667,
302.08,into,0.21,201.3866667,
302.29,a,0.15,201.5266667,
303.22,little,0.27,202.1466667,
303.49,pick-up,0.36,202.3266667,
303.88,pile;,0.42,202.5866667,
304.96,her,0.15,203.3066667,
305.11,eyes,0.36,203.4066667,
305.47,looked,0.27,203.6466667,
305.74,up,0.24,203.8266667,
305.98,at,0.18,203.9866667,
306.16,him,0.3,204.1066667,
306.73,a,0.06,204.4866667,
306.79,second,0.3,204.5266667,
307.09,too,0.18,204.7266667,
307.27,late.,0.24,204.8466667,
308.95,"""In",0.14,205.9666667,Lee
309.09,the,0.07,206.06,Lee
309.16,first,0.36,206.1066667,Lee
309.52,"place,""",0.42,206.3466667,Lee
310.24,he,0.12,206.8266667,
310.36,said,0.3,206.9066667,
310.66,into,0.15,207.1066667,
310.81,the,0.12,207.2066667,
310.93,"phone,",0.33,207.2866667,
311.53,"""I've",0.12,207.6866667,Lee
311.65,told,0.3,207.7666667,Lee
311.95,you,0.12,207.9666667,Lee
312.07,"many,",0.33,208.0466667,Lee
312.4,many,0.51,208.2666667,Lee
312.94,"times,",0.63,208.6266667,Lee
313.57,"Arthur,",0.42,209.0466667,Lee
313.99,that's,0.33,209.3266667,Lee
314.47,exactly,0.9,209.6466667,Lee
315.37,where,0.18,210.2466667,Lee
315.55,you,0.15,210.3666667,Lee
315.7,make,0.3,210.4666667,Lee
316,your,0.21,210.6666667,Lee
316.21,biggest,0.51,210.8066667,Lee
316.72,mistake.,1.02,211.1466667,Lee
318.55,You,0.12,212.3666667,Lee
318.67,know,0.15,212.4466667,Lee
318.82,what,0.09,212.5466667,Lee
318.91,you,0.12,212.6066667,Lee
319.03,do?,0.39,212.6866667,Lee
319.87,You,0.15,213.2466667,Lee
320.02,actually,0.45,213.3466667,Lee
320.47,go,0.24,213.6466667,Lee
320.71,out,0.18,213.8066667,Lee
320.89,of,0.09,213.9266667,Lee
320.98,your,0.15,213.9866667,Lee
321.13,way,0.18,214.0866667,Lee
321.31,to,0.12,214.2066667,Lee
321.43,torture,0.48,214.2866667,Lee
321.91,yourself.,0.45,214.6066667,Lee
323.29,As,0.12,215.5266667,Lee
323.41,a,0.03,215.6066667,Lee
323.44,matter,0.24,215.6266667,Lee
323.68,of,0.09,215.7866667,Lee
323.77,"fact,",0.39,215.8466667,Lee
324.19,you,0.15,216.1266667,Lee
324.34,actually,0.36,216.2266667,Lee
324.7,inspired,0.69,216.4666667,Lee
325.39,"Joanie�""",0.42,216.9266667,Lee
326.5,He,0.15,217.6666667,
326.65,broke,0.29,217.7666667,
326.95,off.,0.21,217.9666667,
328,"""You're",0.21,218.6666667,Lee
328.21,bloody,0.45,218.8066667,Lee
328.66,lucky,0.3,219.1066667,Lee
328.96,she's,0.21,219.3066667,Lee
329.17,a,0.06,219.4466667,Lee
329.23,wonderful,0.36,219.4866667,Lee
329.59,kid.,0.3,219.7266667,Lee
330.43,I,0.12,220.2866667,Lee
330.55,mean,0.27,220.3666667,Lee
330.82,it.,0.15,220.5466667,Lee
331.87,You,0.15,221.2466667,Lee
332.02,give,0.21,221.3466667,Lee
332.23,that,0.18,221.4866667,Lee
332.41,kid,0.18,221.6066667,Lee
332.59,absolutely,0.51,221.7266667,Lee
333.1,no,0.15,222.0666667,Lee
333.25,credit,0.33,222.1666667,Lee
333.58,for,0.12,222.3866667,Lee
333.7,having,0.21,222.4666667,Lee
333.91,any,0.18,222.6066667,Lee
334.09,good,0.21,222.7266667,Lee
334.3,taste�,0.54,222.8666667,Lee
335.26,or,0.15,223.5066667,Lee
335.41,"brains,",0.63,223.6066667,Lee
336,for,,,Lee
336.7,"Chrissake,",0.63,224.4666667,Lee
337.92,for,0.06,225.28,Lee
337.99,that,0.6,225.3266667,Lee
338.59,"matter�""",0.4,225.7266667,Lee
339.01,"""Brains?",0.48,226.0066667,Arthur
339.55,"Jesus,",0.45,226.3666667,Arthur
340.54,if,0.15,227.0266667,Arthur
340.69,you,0.09,227.1266667,Arthur
340.78,knew,0.12,227.1866667,Arthur
340.9,how,0.15,227.2666667,Arthur
341.05,funny,0.27,227.3666667,Arthur
341.32,that,0.18,227.5466667,Arthur
341.5,was.,0.27,227.6666667,Arthur
342.01,She,0.21,228.0066667,Arthur
342.22,thinks,0.21,228.1466667,Arthur
342.43,she's,0.18,228.2866667,Arthur
342.61,a,0.06,228.4066667,Arthur
342.67,goddamn,0.51,228.4466667,Arthur
343.18,intellectual.,0.84,228.7866667,Arthur
344.17,That's,0.21,229.4466667,Arthur
344.38,the,0.09,229.5866667,Arthur
344.47,funny,0.24,229.6466667,Arthur
344.71,"part,",0.27,229.8066667,Arthur
344.98,that's,0.18,229.9866667,Arthur
345.16,the,0.09,230.1066667,Arthur
345.25,hilarious,0.6,230.1666667,Arthur
345.85,part.,0.27,230.5666667,Arthur
346.57,She,0.24,231.0466667,Arthur
346.81,reads,0.21,231.2066667,Arthur
347.02,the,0.12,231.3466667,Arthur
347.14,theatrical,0.63,231.4266667,Arthur
347.77,"page,",0.36,231.8466667,Arthur
348.13,and,0.09,232.0866667,Arthur
348.22,she,0.15,232.1466667,Arthur
348.37,watches,0.33,232.2466667,Arthur
348.7,television,0.48,232.4666667,Arthur
349.18,til,0.33,232.7866667,Arthur
349.69,she's,0.24,233.1266667,Arthur
349.93,practically,0.51,233.2866667,Arthur
350.44,blind�,0.42,233.6266667,Arthur
350.86,so,0.12,233.9066667,Arthur
350.98,she's,0.33,233.9866667,Arthur
351.31,an,0.12,234.2066667,Arthur
351.43,intellectual.,0.81,234.2866667,Arthur
353.29,You,0.12,235.5266667,Arthur
353.41,know,0.12,235.6066667,Arthur
353.53,who,0.09,235.6866667,Arthur
353.62,I'm,0.09,235.7466667,Arthur
353.74,married,0.33,235.8266667,Arthur
354.07,to?,0.33,236.0466667,Arthur
354.64,I'm,0.12,236.4266667,Arthur
354.78,married,0.28,236.52,Arthur
355.06,to,0.06,236.7066667,Arthur
355.12,the,0.09,236.7466667,Arthur
355.21,greatest,0.51,236.8066667,Arthur
355.72,living,0.39,237.1466667,Arthur
356.35,"undeveloped,",0.78,237.5666667,Arthur
357.14,undiscovered,0.6,238.0933333,Arthur
357.74,"actress,",0.45,238.4933333,Arthur
358.22,"novelist,",0.45,238.8133333,Arthur
358.67,"psychoanalyst,",0.75,239.1133333,Arthur
359.42,and,0.12,239.6133333,Arthur
359.57,all-around,0.42,239.7133333,Arthur
359.99,goddamn,0.42,239.9933333,Arthur
360.44,unappreciated,0.69,240.2933333,Arthur
361.13,celebrity-,0.45,240.7533333,Arthur
361.58,genius,0.48,241.0533333,Arthur
362.06,in,0.09,241.3733333,Arthur
362.15,New,0.54,241.4333333,Arthur
363.01,York.,0.12,242.0066667,Arthur
363.41,You,0.18,242.2733333,Arthur
363.59,didn't,0.15,242.3933333,Arthur
363.74,know,0.15,242.4933333,Arthur
363.89,"that,",0.18,242.5933333,Arthur
364.07,did,0.29,242.7133333,Arthur
364.36,you?,0.21,242.9066667,Arthur
365.15,"Christ,",0.3,243.4333333,Arthur
365.45,it's,0.12,243.6333333,Arthur
365.57,so,0.12,243.7133333,Arthur
365.69,funny,0.24,243.7933333,Arthur
365.93,I,0.09,243.9533333,Arthur
366.02,could,0.15,244.0133333,Arthur
366.17,cut,0.21,244.1133333,Arthur
366.38,my,0.15,244.2533333,Arthur
366.53,"throat.""",0.48,244.3533333,Arthur
368.48,"""In",0.15,245.6533333,Lee
368.63,the,0.06,245.7533333,Lee
368.69,first,0.33,245.7933333,Lee
369.02,"place,""",0.33,246.0133333,Lee
369.92,the,0.09,246.6133333,
370.01,gray-haired,0.42,246.6733333,
370.43,man,0.24,246.9533333,
370.67,"said,",0.27,247.1133333,
370.94,and,0.12,247.2933333,
371.06,slowly,0.42,247.3733333,
371.48,moved,0.24,247.6533333,
371.72,his,0.12,247.8133333,
371.84,hand,0.39,247.8933333,
372.47,and,0.15,248.3133333,
372.62,then,0.15,248.4133333,
372.77,caressed,0.57,248.5133333,
373.34,the,0.24,248.8933333,
373.64,little,0.24,249.0933333,
373.88,lock,0.33,249.2533333,
374.21,that,0.12,249.4733333,
374.33,rested,0.33,249.5533333,
374.66,on,0.12,249.7733333,
374.78,the,0.06,249.8533333,
374.84,girl's,0.24,249.8933333,
375.08,"forehead,",0.48,250.0533333,
376.61,"""for",0.15,251.0733333,Lee
376.76,a,0.06,251.1733333,Lee
376.82,hell,0.21,251.2133333,Lee
377.03,of,0.09,251.3533333,Lee
377.12,an,0.12,251.4133333,Lee
377.24,intelligent,0.6,251.4933333,Lee
377.84,"guy,",0.39,251.8933333,Lee
378.38,you're,0.21,252.2533333,Lee
378.59,about,0.3,252.3933333,Lee
378.95,as,0.27,252.6333333,Lee
379.22,tactless,0.69,252.8133333,Lee
380.03,as,0.3,253.3533333,Lee
380.33,it's,0.21,253.5533333,Lee
380.54,humanly,0.6,253.6933333,Lee
381.14,possible,0.54,254.0933333,Lee
381.68,to,0.12,254.4533333,Lee
381.8,"be.""",0.33,254.5333333,Lee
383.51,"""We're",0.18,255.6733333,Arthur
383.69,"mismated,",0.6,255.7933333,Arthur
385.76,that's,0.21,257.1733333,Arthur
385.97,all.,0.33,257.3133333,Arthur
387.39,That's,0.14,258.26,Arthur
387.53,the,0.06,258.3533333,Arthur
387.59,whole,0.15,258.3933333,Arthur
387.74,simple,0.3,258.4933333,Arthur
388.04,story.,0.45,258.6933333,Arthur
389.81,We're,0.15,259.8733333,Arthur
389.96,just,0.21,259.9733333,Arthur
390.17,mismated,0.36,260.1133333,Arthur
390.57,as,0.2,260.38,Arthur
390.77,hell.,0.3,260.5133333,Arthur
391.55,She,0.21,261.0333333,Arthur
391.76,doesn't,0.24,261.1733333,Arthur
392,respect,0.39,261.3333333,Arthur
392.39,me.,0.12,261.5933333,Arthur
392.51,She,0.12,261.6733333,Arthur
392.63,doesn't,0.21,261.7533333,Arthur
392.84,even,0.18,261.8933333,Arthur
393.02,love,0.24,262.0133333,Arthur
393.26,"me,",0.15,262.1733333,Arthur
393.41,for,0.15,262.2733333,Arthur
393.56,God's,0.42,262.3733333,Arthur
393.98,sake.,0.54,262.6533333,Arthur
395.09,She,0.24,263.3933333,Arthur
395.33,bought,0.18,263.5533333,Arthur
395.51,me,0.09,263.6733333,Arthur
395.6,a,0.06,263.7333333,Arthur
395.66,suit,0.27,263.7733333,Arthur
395.93,"once,",0.48,263.9533333,Arthur
397.04,with,0.18,264.6933333,Arthur
397.22,her,0.09,264.8133333,Arthur
397.31,own,0.15,264.8733333,Arthur
397.46,money.,0.33,264.9733333,Arthur
398.39,I,0.09,265.5933333,Arthur
398.49,tell,0.14,265.66,Arthur
398.63,you,0.12,265.7533333,Arthur
398.75,about,0.24,265.8333333,Arthur
398.99,"that?""",0.24,265.9933333,Arthur
399.77,"""No,",0.33,266.5133333,Lee
400.1,"I�""",0.24,266.7333333,Lee
400.61,The,0.15,267.0733333,
400.76,gray-haired,0.35,267.1733333,
401.21,man,0.24,267.4733333,
401.45,listened,0.51,267.6333333,
401.96,another,0.27,267.9733333,
402.23,moment.,0.39,268.1533333,
403.01,"Then,",0.27,268.6733333,
403.28,"abruptly,",0.6,268.8533333,
404.24,he,0.12,269.4933333,
404.36,turned,0.24,269.5733333,
404.6,toward,0.24,269.7333333,
404.84,the,0.06,269.8933333,
404.9,girl.,0.39,269.9333333,
405.71,The,0.15,270.4733333,
405.86,look,0.27,270.5733333,
406,he,0.13,270.6666667,
406.13,gave,0.27,270.7533333,
406.4,"her,",0.12,270.9333333,
406.52,though,0.27,271.0133333,
406.79,only,0.33,271.1933333,
407.12,"glancing,",0.6,271.4133333,
407.72,fully,0.33,271.8133333,
408.05,informed,0.69,272.0333333,
408.74,her,0.21,272.4933333,
408.95,what,0.24,272.6333333,
409.19,was,0.15,272.7933333,
409.34,suddenly,0.51,272.8933333,
409.85,going,0.33,273.2333333,
410.18,on,0.27,273.4533333,
410.45,at,0.09,273.6333333,
410.54,the,0.09,273.6933333,
410.63,other,0.18,273.7533333,
410.81,end,0.15,273.8733333,
410.96,of,0.06,273.9733333,
411.02,the,0.06,274.0133333,
411.08,phone.,0.39,274.0533333,
412.28,"""Now,",0.39,274.8533333,Lee
412.76,"Arthur,",0.39,275.1733333,Lee
413.18,listen.,0.42,275.4533333,Lee
414.02,I,0.15,276.0133333,Lee
414.17,say,0.21,276.1133333,Lee
414.38,this,0.21,276.2533333,Lee
414.59,in,0.18,276.3933333,Lee
414.77,all,0.3,276.5133333,Lee
415.07,sincerity.,0.75,276.7133333,Lee
416.84,Will,0.2,277.8933333,Lee
417.04,you,0.1,278.0266667,Lee
417.14,get,0.21,278.0933333,Lee
417.35,undressed,0.6,278.2333333,Lee
417.95,and,0.12,278.6333333,Lee
418.07,get,0.15,278.7133333,Lee
418.22,into,0.18,278.8133333,Lee
418.4,"bed,",0.27,278.9333333,Lee
418.67,like,0.21,279.1133333,Lee
418.88,a,0.06,279.2533333,Lee
418.94,good,0.27,279.2933333,Lee
419.21,guy?,0.42,279.4733333,Lee
419.87,And,0.12,279.9133333,Lee
419.99,relax?,0.69,279.9933333,Lee
420.98,Joanie,0.33,280.6533333,Lee
421.31,will,0.27,280.8733333,Lee
421.88,probably,0.45,281.2533333,Lee
422.33,be,0.15,281.5533333,Lee
422.48,there,0.27,281.6533333,Lee
422.78,in,0.39,281.8533333,Lee
423.17,about,0.3,282.1133333,Lee
423.47,two,0.18,282.3133333,Lee
423.65,"minutes.""",0.54,282.4333333,Lee
424.73,He,0.12,283.1533333,
424.85,listened.,0.42,283.2333333,
426.32,"""Arthur?",0.48,284.2133333,Lee
427.56,You,0.17,285.04,Lee
427.73,hear,0.18,285.1533333,Lee
427.91,"me?""",0.48,285.2733333,Lee
429.74,"""Yeah.",0.39,286.4933333,Arthur
431.12,I,0.12,287.4133333,Arthur
431.24,hear,0.15,287.4933333,Arthur
431.39,you.,0.24,287.5933333,Arthur
432.86,Listen.,0.36,288.5733333,Arthur
434.33,I've,0.18,289.5533333,Arthur
434.51,kept,0.18,289.6733333,Arthur
434.69,you,0.06,289.7933333,Arthur
434.75,awake,0.24,289.8333333,Arthur
434.99,all,0.18,289.9933333,Arthur
435.17,night,0.24,290.1133333,Arthur
435.41,anyway.,0.36,290.2733333,Arthur
437.06,Could,0.18,291.3733333,Arthur
437.24,I,0.06,291.4933333,Arthur
437.3,come,0.21,291.5333333,Arthur
437.51,over,0.18,291.6733333,Arthur
437.69,to,0.06,291.7933333,Arthur
437.75,your,0.18,291.8333333,Arthur
437.93,place,0.3,291.9533333,Arthur
438.23,for,0.12,292.1533333,Arthur
438.35,a,0.06,292.2333333,Arthur
438.41,drink?,0.42,292.2733333,Arthur
438.86,Would,0.18,292.5733333,Arthur
439.04,you,0.06,292.6933333,Arthur
439.1,"mind?""",0.33,292.7333333,Arthur
441.08,The,0.09,294.0533333,
441.17,gray-haired,0.48,294.1133333,
441.65,man,0.24,294.4333333,
441.89,straightened,0.51,294.5933333,
442.4,his,0.12,294.9333333,
442.52,back,0.3,295.0133333,
442.82,and,0.12,295.2133333,
442.94,placed,0.3,295.2933333,
443.24,the,0.09,295.4933333,
443.33,flat,0.39,295.5533333,
443.72,of,0.18,295.8133333,
443.9,his,0.27,295.9333333,
444.17,free,0.33,296.1133333,
444.5,hand,0.33,296.3333333,
444.83,on,0.12,296.5533333,
444.95,the,0.09,296.6333333,
445.04,top,0.27,296.6933333,
445.31,of,0.12,296.8733333,
445.43,his,0.18,296.9533333,
445.61,"head,",0.3,297.0733333,
445.91,and,0.12,297.2733333,
446.03,"said,",0.57,297.3533333,
447.53,"""Now,",0.27,298.3533333,Lee
447.81,do,0.14,298.54,Lee
447.95,you,0.09,298.6333333,Lee
448.04,"mean?""",0.27,298.6933333,Lee
449.33,"""Yeah.",0.48,299.5533333,Arthur
450.05,I,0.3,300.0333333,Arthur
450.35,mean,0.15,300.2333333,Arthur
450.5,if,0.12,300.3333333,Arthur
450.62,it's,0.21,300.4133333,Arthur
450.83,all,0.18,300.5533333,Arthur
451.01,right,0.18,300.6733333,Arthur
451.19,with,0.15,300.7933333,Arthur
451.34,you.,0.27,300.8933333,Arthur
451.88,I,0.09,301.2533333,Arthur
451.97,would,0.08,301.3133333,Arthur
452.06,only,0.18,301.3733333,Arthur
452.24,stay,0.24,301.4933333,Arthur
452.48,a,0.06,301.6533333,Arthur
452.54,minute,0.3,301.6933333,Arthur
452.84,then.,0.21,301.8933333,Arthur
453.11,I'd,0.15,302.0733333,Arthur
453.29,just,0.57,302.1933333,Arthur
453.89,like,0.24,302.5933333,Arthur
454.13,to,0.09,302.7533333,Arthur
454.22,sit,0.27,302.8133333,Arthur
454.49,down,0.27,302.9933333,Arthur
454.76,somewhere,0.48,303.1733333,Arthur
455.24,and,0.21,303.4933333,Arthur
456.56,I,0.09,304.3733333,Arthur
456.65,don't,0.15,304.4333333,Arthur
456.8,know.,0.21,304.5333333,Arthur
457.04,Would,0.21,304.6933333,Arthur
457.25,it,0.06,304.8333333,Arthur
457.31,be,0.09,304.8733333,Arthur
457.4,all,0.15,304.9333333,Arthur
457.55,"right?""",0.27,305.0333333,Arthur
458.93,"""Yeah,",0.51,305.9533333,Lee
459.89,"uh,",0.4,306.5933333,Lee
460.61,but,0.18,307.0733333,Lee
460.79,the,0.09,307.1933333,Lee
460.88,point,0.27,307.2533333,Lee
461.15,is,0.21,307.4333333,Lee
461.45,I,0.24,307.6333333,Lee
461.69,don't,0.21,307.7933333,Lee
461.9,think,0.21,307.9333333,Lee
462.11,you,0.09,308.0733333,Lee
462.2,"should,",0.27,308.1333333,Lee
462.47,"Arthur,""",0.39,308.3133333,Lee
463.73,the,0.09,309.1533333,
463.82,gray-haired,0.42,309.2133333,
464.24,man,0.21,309.4933333,
464.45,"said,",0.27,309.6333333,
464.75,lowering,0.42,309.8333333,
465.17,his,0.21,310.1133333,
465.38,hand,0.33,310.2533333,
465.71,from,0.21,310.4733333,
465.92,his,0.15,310.6133333,
466.07,head.,0.36,310.7133333,
467.03,"""I",0.36,311.3533333,Lee
467.39,mean,0.24,311.5933333,Lee
467.63,"you're,",0.27,311.7533333,Lee
467.9,you're,0.21,311.9333333,Lee
468.11,more,0.42,312.0733333,Lee
468.56,than,0.21,312.3733333,Lee
468.77,welcome,0.42,312.5133333,Lee
469.19,to,0.12,312.7933333,Lee
469.31,"come,",0.33,312.8733333,Lee
470.51,but,0.21,313.6733333,Lee
470.72,I,0.18,313.8133333,Lee
470.9,honestly,0.51,313.9333333,Lee
471.41,think,0.24,314.2733333,Lee
471.65,you,0.09,314.4333333,Lee
471.74,should,0.18,314.4933333,Lee
471.92,just,0.36,314.6133333,Lee
472.46,sit,0.3,314.9733333,Lee
472.76,tight,0.3,315.1733333,Lee
473.06,and,0.09,315.3733333,Lee
473.15,relax,0.45,315.4333333,Lee
473.63,till,0.15,315.7533333,Lee
473.78,Joanie,0.36,315.8533333,Lee
474.14,waltzes,0.27,316.0933333,Lee
474.41,in.,0.3,316.2733333,Lee
475,"What,",,,Lee
476.33,what,0.36,317.5533333,Lee
477.46,you,0.05,318.3066667,Lee
477.52,want,0.13,318.3466667,Lee
477.65,to,0.06,318.4333333,Lee
477.71,"be,",0.24,318.4733333,Lee
477.95,you,0.09,318.6333333,Lee
478.04,want,0.18,318.6933333,Lee
478.22,to,0.06,318.8133333,Lee
478.28,be,0.09,318.8533333,Lee
478.37,right,0.24,318.9133333,Lee
478.61,there,0.21,319.0733333,Lee
478.82,on,0.15,319.2133333,Lee
478.97,the,0.06,319.3133333,Lee
479.03,spot,0.51,319.3533333,Lee
480.05,when,0.15,320.0333333,Lee
480.2,she,0.12,320.1333333,Lee
480.32,waltzes,0.39,320.2133333,Lee
480.71,in.,0.27,320.4733333,Lee
482.18,Am,0.12,321.4533333,Lee
482.3,I,0.09,321.5333333,Lee
482.39,"right,",0.27,321.5933333,Lee
482.66,or,0.06,321.7733333,Lee
482.72,"not?""",0.33,321.8133333,Lee
484.19,"""Yeah.",0.36,322.7933333,Arthur
485.87,I,0.4,323.9133333,Arthur
486.29,don't,0.15,324.1933333,Arthur
486.44,know.,0.21,324.2933333,Arthur
486.71,I,0.27,324.4733333,Arthur
486.98,swear,0.27,324.6533333,Arthur
487.25,to,0.06,324.8333333,Arthur
487.31,"God,",0.15,324.8733333,Arthur
487.46,I,0.09,324.9733333,Arthur
487.55,don't,0.15,325.0333333,Arthur
487.7,"know.""",0.3,325.1333333,Arthur
488.35,"""Well,",0.3,325.5666667,Lee
488.72,I,0.18,325.8133333,Lee
488.9,"do,",0.36,325.9333333,Lee
489.26,I,0.18,326.1733333,Lee
489.44,honestly,0.48,326.2933333,Lee
489.92,"do,""",0.33,326.6133333,Lee
490.82,the,0.12,327.2133333,
490.94,gray-haired,0.38,327.2933333,
491.33,man,0.18,327.5533333,
491.51,said.,0.36,327.6733333,
492.14,"""Look,",0.33,328.0933333,Lee
492.68,why,0.21,328.4533333,Lee
492.89,don't,0.21,328.5933333,Lee
493.1,you,0.12,328.7333333,Lee
493.22,hop,0.24,328.8133333,Lee
493.46,in,0.12,328.9733333,Lee
493.58,bed,0.27,329.0533333,Lee
493.85,"now,",0.24,329.2333333,Lee
494.09,and,0.12,329.3933333,Lee
494.21,"relax,",0.6,329.4733333,Lee
494.84,and,0.15,329.8933333,Lee
494.99,then,0.12,329.9933333,Lee
495.11,"later,",0.39,330.0733333,Lee
495.5,if,0.18,330.3333333,Lee
495.68,you,0.09,330.4533333,Lee
495.77,feel,0.24,330.5133333,Lee
496.01,like,0.27,330.6733333,Lee
496.28,"it,",0.12,330.8533333,Lee
496.4,give,0.15,330.9333333,Lee
496.55,me,0.12,331.0333333,Lee
496.67,a,0.06,331.1133333,Lee
496.73,ring.,0.27,331.1533333,Lee
497.96,I,0.09,331.9733333,Lee
498.05,mean,0.18,332.0333333,Lee
498.23,if,0.09,332.1533333,Lee
498.32,you,0.09,332.2133333,Lee
498.41,feel,0.21,332.2733333,Lee
498.62,like,0.21,332.4133333,Lee
498.83,talking.,0.36,332.5533333,Lee
499.64,And,0.27,333.0933333,Lee
499.91,don't,0.24,333.2733333,Lee
500.15,worry.,0.3,333.4333333,Lee
500.45,That's,0.63,333.6333333,Lee
501.53,the,0.12,334.3533333,Lee
501.65,main,0.27,334.4333333,Lee
501.92,thing.,0.27,334.6133333,Lee
502.19,Hear,0.21,334.7933333,Lee
502.4,me?,0.39,334.9333333,Lee
503.21,Will,0.12,335.4733333,Lee
503.33,you,0.09,335.5533333,Lee
503.42,do,0.15,335.6133333,Lee
503.57,that,0.21,335.7133333,Lee
503.78,"now?""",0.33,335.8533333,Lee
505.73,"""All",0.15,337.1533333,Arthur
505.88,"right.""",0.24,337.2533333,Arthur
507.5,The,0.12,338.3333333,
507.62,gray-haired,0.48,338.4133333,
508.1,man,0.21,338.7333333,
508.31,continued,0.51,338.8733333,
508.82,for,0.12,339.2133333,
508.94,a,0.06,339.2933333,
509,moment,0.3,339.3333333,
509.3,to,0.09,339.5333333,
509.39,hold,0.27,339.5933333,
509.66,the,0.06,339.7733333,
509.72,phone,0.27,339.8133333,
509.99,to,0.12,339.9933333,
510.11,his,0.12,340.0733333,
510.23,"ear,",0.33,340.1533333,
511.31,then,0.21,340.8733333,
511.52,lowered,0.36,341.0133333,
511.88,it,0.12,341.2533333,
512,into,0.21,341.3333333,
512.21,its,0.18,341.4733333,
512.39,cradle.,0.48,341.5933333,
515.39,"""What",0.18,343.5933333,girl
515.57,did,0.09,343.7133333,girl
515.66,he,0.06,343.7733333,girl
515.72,"say?""",0.39,343.8133333,girl
517.13,the,0.12,344.7533333,
517.25,girl,0.24,344.8333333,
517.49,immediately,0.45,344.9933333,
517.94,asked,0.3,345.2933333,
518.24,him.,0.18,345.4933333,
518.81,He,0.18,345.8733333,
518.99,picked,0.27,345.9933333,
519.26,his,0.06,346.1733333,
519.32,cigarette,0.48,346.2133333,
519.8,out,0.15,346.5333333,
519.95,of,0.06,346.6333333,
520.01,the,0.12,346.6733333,
520.13,ashtray�,0.57,346.7533333,
521.15,that,0.21,347.4333333,
521.36,"is,",0.45,347.5733333,
521.87,selected,0.54,347.9133333,
522.41,it,0.12,348.2733333,
